ReadName	AssignedTaxonID	AssignedName	Probability
0a5011f0-aceb-497e-a643-15be36a232c6	287	Pseudomonas aeruginosa	1.0000
00aa3a00-1224-4048-916e-b53db78843d1	287	Pseudomonas aeruginosa	1.0000
0becee25-7f3a-4c87-b5e7-2eb86f6cbbd8	Unknown	Unknown	1.0000
0c58b1bb-da49-45a9-8932-839c9bf27c46	Unknown	Unknown	1.0000
0d9a2661-cde2-4dde-a9ba-fa43974f26eb	287	Pseudomonas aeruginosa	1.0000
0fc5c1c1-7467-4e64-aed2-1cc0fd3df2b0	287	Pseudomonas aeruginosa	1.0000
1af75e1e-a87b-4c53-af05-6e98ba7051e5	287	Pseudomonas aeruginosa	1.0000
1b94b8ea-1e44-484c-b345-dac1db99f6df	Unknown	Unknown	1.0000
1bdcfa96-6c95-4eb8-abd8-4d7b8b7d1334	Unknown	Unknown	0.9992
1c5657a0-219e-41b7-992e-9d986a859408	287	Pseudomonas aeruginosa	1.0000
1cd7244c-65f2-4ad6-8d7e-3c362695dc5c	Unknown	Unknown	0.5302
2c875e05-4f45-4e4c-8c07-0041ea149b4e	287	Pseudomonas aeruginosa	1.0000
2cbc693a-ab54-42c1-8729-dd7d1d32ff63	Unknown	Unknown	1.0000
2ecb7bf8-6f5e-43dd-8375-efff15345fac	287	Pseudomonas aeruginosa	1.0000
03b28b25-7cda-4872-92f2-feb735dbf029	287	Pseudomonas aeruginosa	1.0000
3ba3f93a-d24c-4bdb-a953-be93093ed42a	287	Pseudomonas aeruginosa	1.0000
3d10ab7e-b075-455b-8a49-3001ca368586	287	Pseudomonas aeruginosa	1.0000
3e2f65cd-ea00-44f5-a5f6-0957cce03531	287	Pseudomonas aeruginosa	1.0000
4a5d19a8-7cfa-43d9-8f14-9597bddb6424	287	Pseudomonas aeruginosa	1.0000
04a7fb7c-21e1-4e52-9c38-5c6158432bb9	287	Pseudomonas aeruginosa	1.0000
4b0fc39a-23f4-4db5-8d2a-7810feb50c7e	287	Pseudomonas aeruginosa	1.0000
4cef2f8c-c403-4c25-a39b-8c4fa93da149	Unknown	Unknown	1.0000
4ee8d37e-fe8a-4eb5-a851-dd9cdc32c1ab	287	Pseudomonas aeruginosa	0.9781
5ad9fdd8-50d5-4c9c-9eac-1971746e9bbc	Unknown	Unknown	1.0000
05b712ad-e43b-4e94-8422-0bf6e4d5d53c	Unknown	Unknown	1.0000
5dca94a5-ccc6-43f5-848b-d9b8caffd62b	Unknown	Unknown	1.0000
5e684395-2977-4239-8729-f409dd0a7014	287	Pseudomonas aeruginosa	1.0000
5f721290-68c1-4133-8e10-69ca8661c9a0	287	Pseudomonas aeruginosa	1.0000
6a93c86b-a81e-4247-86f8-68d7d280f9a6	287	Pseudomonas aeruginosa	1.0000
6ab85e48-f1e7-4902-88d2-3fa97d67c0a3	287	Pseudomonas aeruginosa	1.0000
6e0d97c9-440b-43d8-96bb-db4bb1dd0c2f	287	Pseudomonas aeruginosa	1.0000
6e3869e2-0122-486a-b351-98ea3d0f9574	287	Pseudomonas aeruginosa	1.0000
6f30cbc4-29db-449a-bb66-f0413bccb0c0	Unknown	Unknown	1.0000
7b980568-f50d-457a-9fb2-6b20bd3434de	287	Pseudomonas aeruginosa	1.0000
7d21e235-3d70-4144-8444-3ce8f789e07c	287	Pseudomonas aeruginosa	1.0000
7ec9cb43-aae4-4cd0-952e-232975ea921f	Unknown	Unknown	1.0000
8a16a6cd-33d9-4c3a-852d-35201e8babf5	287	Pseudomonas aeruginosa	1.0000
9ab4b697-4038-4b94-86d9-5f02f91d7d27	Unknown	Unknown	1.0000
9d96caa2-55a2-4106-82f4-5e00cf62b334	287	Pseudomonas aeruginosa	1.0000
9da8a426-dc5e-4c7e-83ee-79c9dd9527a2	287	Pseudomonas aeruginosa	1.0000
09e02d97-ccf2-4da8-a924-b0fea6a4df56	287	Pseudomonas aeruginosa	1.0000
9fb3e70a-31de-41a9-b14d-5960038a86e7	287	Pseudomonas aeruginosa	1.0000
10e2191d-75e4-412a-9ff1-f0be76f79579	287	Pseudomonas aeruginosa	1.0000
15c71400-e3ad-484e-8afa-f79169cc99ff	287	Pseudomonas aeruginosa	1.0000
17aff22e-728b-42fc-be11-0db82cae5d12	Unknown	Unknown	1.0000
29bba879-1627-467b-ad7b-621cbbd0b531	287	Pseudomonas aeruginosa	1.0000
29ca2d0b-e8ff-4d0f-84db-38b258928dbf	287	Pseudomonas aeruginosa	1.0000
30f93b68-fe98-47ae-b000-09d9b074d5be	287	Pseudomonas aeruginosa	1.0000
35c1ba48-ccc1-4580-95c8-7118755ac4cb	287	Pseudomonas aeruginosa	1.0000
37f6d4a1-c9c4-4084-8f32-2dfdac634256	287	Pseudomonas aeruginosa	1.0000
45cfc5e1-3a92-4f11-9f19-b210989bc3ba	Unknown	Unknown	1.0000
47b569c1-c926-436e-911c-bc8f82a934d5	287	Pseudomonas aeruginosa	1.0000
53ab7441-a85f-4fde-8dd4-82edbbdcae7f	Unknown	Unknown	1.0000
58cc7ebe-e255-46f1-b334-7fe51e091ae2	287	Pseudomonas aeruginosa	1.0000
68ef3410-0af2-435c-8237-6c2f8ab47d00	Unknown	Unknown	1.0000
75d66608-b48b-4704-816f-007d75b61918	Unknown	Unknown	1.0000
81c96a68-3399-4844-a876-7f9355a218cc	287	Pseudomonas aeruginosa	1.0000
90a27de1-1e6c-4280-87fa-fe6b915b8d36	287	Pseudomonas aeruginosa	1.0000
92b7fa0b-5677-4fd4-9328-dd97f1c53b62	287	Pseudomonas aeruginosa	1.0000
92e91b15-e64f-4386-b2b1-e2ad96b8b7f1	Unknown	Unknown	1.0000
93e9b0c7-fffe-43d6-b395-251450f35727	287	Pseudomonas aeruginosa	0.6606
101d56f9-feb8-4dbe-8e95-db5bc5d083c7	287	Pseudomonas aeruginosa	1.0000
298a0cf5-1c41-4eeb-8fa4-9be8434a9570	Unknown	Unknown	1.0000
325dcd2a-104f-40d5-bb09-5278261fb4d9	287	Pseudomonas aeruginosa	1.0000
335e4868-1acd-4d6d-b979-4eac1c78894a	287	Pseudomonas aeruginosa	1.0000
369dfe6e-608e-4a46-969d-3342efe0141f	287	Pseudomonas aeruginosa	1.0000
487b8b68-db3b-45df-9662-879e7783b487	287	Pseudomonas aeruginosa	1.0000
518c8e4b-c923-4bf8-afb2-8a22dd8b0161	287	Pseudomonas aeruginosa	1.0000
576fcc89-65ec-49f8-8c7b-0325cfa98bde	287	Pseudomonas aeruginosa	1.0000
839e7bfa-1365-4a9d-9c8d-73a5ba7f53e8	287	Pseudomonas aeruginosa	1.0000
869bf770-46a9-4ba8-98d9-4ccffd6e7e0a	Unknown	Unknown	1.0000
0963baf5-1863-4f37-9c52-9250e14c10bd	287	Pseudomonas aeruginosa	1.0000
977a7fb3-e091-4ccf-ad57-e6317c9674a9	287	Pseudomonas aeruginosa	1.0000
3453d1a9-354d-4b60-9f7b-e8f992e27d03	287	Pseudomonas aeruginosa	1.0000
4645d009-c27f-46b1-9a46-8c99717b00e7	Unknown	Unknown	1.0000
5766dafe-4e19-47bc-abe8-367a3978d962	Unknown	Unknown	1.0000
7506b90a-5345-4684-bb91-1e204927653a	287	Pseudomonas aeruginosa	1.0000
8034b052-1602-4593-ad8a-ebdb913ba428	287	Pseudomonas aeruginosa	1.0000
8700c227-4de5-49dd-aef4-fe99755e8369	287	Pseudomonas aeruginosa	0.9996
9275d240-1cb5-40b4-b58a-2d27731564d2	Unknown	Unknown	1.0000
15084e05-6558-4e61-9f04-b0d758c12273	287	Pseudomonas aeruginosa	0.9743
46086d35-6d01-432f-9f7b-36f2306c2fad	287	Pseudomonas aeruginosa	1.0000
74397f03-7323-424c-8f48-9ac4ad83f388	287	Pseudomonas aeruginosa	1.0000
178312c0-281e-4b12-879e-f090c4585261	Unknown	Unknown	1.0000
555024fe-b5d9-419e-a475-124273cf86a3	287	Pseudomonas aeruginosa	1.0000
4496745e-2ff5-44da-8e76-6fba609be82f	287	Pseudomonas aeruginosa	1.0000
5494744f-aae5-4431-82ae-9528f60108c5	287	Pseudomonas aeruginosa	1.0000
9546568b-b348-4b62-a1fe-0a7b1241763e	Unknown	Unknown	1.0000
18656474-78ec-481b-aa8c-8017ff84c401	Unknown	Unknown	1.0000
54093948-1cdd-4d77-ba21-51dd8dee400d	Unknown	Unknown	1.0000
91340937-f77a-4e21-99bf-971debfcd528	287	Pseudomonas aeruginosa	1.0000
a0d855ed-1146-4204-a54c-90b365861ccd	287	Pseudomonas aeruginosa	1.0000
a3ef0967-1885-4277-b7bd-5357ad99b92f	287	Pseudomonas aeruginosa	1.0000
a5fb409e-6b98-4769-a148-3705d6aec74e	Unknown	Unknown	1.0000
a8f2089d-cddc-49c1-a384-ff41bcdeaa49	287	Pseudomonas aeruginosa	1.0000
a7114bd2-8219-480d-b9c1-528138189e2a	287	Pseudomonas aeruginosa	1.0000
a9327237-ac0a-4448-aab5-418d9819086e	287	Pseudomonas aeruginosa	1.0000
b3356aa1-04fd-435f-94a5-89b5289e13a1	Unknown	Unknown	1.0000
b6462e6f-6ce1-41bc-8dfb-beae83b1f482	287	Pseudomonas aeruginosa	1.0000
b6952892-2173-4291-9555-18d2b98e5e04	287	Pseudomonas aeruginosa	1.0000
bf2631b3-a75d-499b-b513-f8c8ea2ff972	Unknown	Unknown	1.0000
c71e6d01-a153-42af-b868-ad35b34673bd	287	Pseudomonas aeruginosa	1.0000
c98de3b9-8608-43d6-b6ee-9b5bc6f3061f	287	Pseudomonas aeruginosa	1.0000
c4601ac9-b16a-4209-a752-4bbb961e4185	287	Pseudomonas aeruginosa	1.0000
caad686a-2caa-45d8-bf55-5b66c985fb73	287	Pseudomonas aeruginosa	1.0000
cbdc27b2-184e-46b2-999e-7861cf41dbec	287	Pseudomonas aeruginosa	1.0000
cc08ade6-fe6e-4e06-b08e-88a7aeaa0218	Unknown	Unknown	1.0000
ce7c917d-3e2b-4428-ab36-10ceb1ae2b42	287	Pseudomonas aeruginosa	1.0000
cef38f72-bc7a-46d0-a6dd-4045d2ebf700	287	Pseudomonas aeruginosa	1.0000
cf4c5442-2d68-4376-858c-dc52913b575a	Unknown	Unknown	1.0000
d0bf9a19-0911-4930-8597-a0135faa1ceb	287	Pseudomonas aeruginosa	1.0000
d0e4d3c1-7b96-4ede-b8f8-cc698aba4416	287	Pseudomonas aeruginosa	1.0000
d05fcf24-6f7e-499b-a9a8-c03eb15beaca	287	Pseudomonas aeruginosa	0.9519
d4889ebe-52da-4a36-91a1-10ef7bcf13ca	287	Pseudomonas aeruginosa	1.0000
d17909e1-7d0c-4a6b-9088-71136641d7e3	Unknown	Unknown	1.0000
da7c6a18-5e8e-4992-a5c1-03cc88aed39b	Unknown	Unknown	0.9909
e00c3de2-e647-481f-a0e7-082cd4f4d67a	287	Pseudomonas aeruginosa	1.0000
e1e12edf-225e-4070-b114-67be8b2a70f9	Unknown	Unknown	1.0000
e34e7e74-c18c-4151-bb2d-c469d3ef06cd	Unknown	Unknown	1.0000
ea8ceb70-d111-4d20-9308-7297e4ae4ff7	Unknown	Unknown	1.0000
ee319af2-f0f3-438c-95d5-91937c437a9b	Unknown	Unknown	1.0000
ef297309-8d1b-4966-bbbe-d84fad589804	287	Pseudomonas aeruginosa	1.0000
f0f5719a-0df8-4184-a176-b762f8f5f984	Unknown	Unknown	1.0000
f1ae1c03-ee95-4985-8ec3-9aac2b1e5b45	Unknown	Unknown	1.0000
f9aad761-1e49-4f82-aa14-385bb9300d2c	287	Pseudomonas aeruginosa	1.0000
f964284b-54fa-4321-a17b-57e144b970c1	287	Pseudomonas aeruginosa	1.0000
fb26f401-a678-4a84-b7e4-7932bb3939d0	287	Pseudomonas aeruginosa	0.9996
ff4e6d50-d115-47ea-b9f3-e7f2a18da475	Unknown	Unknown	1.0000
split-by-adapter-right-35a1b348-9043-4027-90dc-bbc5522c32a9	Unknown	Unknown	1.0000
split-by-adapter-right-618f1a92-399d-48eb-a996-a99a5353ebe0	Unknown	Unknown	1.0000
split-by-adapter-right-c0335e4c-a3d3-46b4-bc4e-8b1aef72cd61	Unknown	Unknown	1.0000
split-by-adapter-right-efebf5ce-16e2-4828-8497-789d3c14d516	Unknown	Unknown	1.0000
split-by-adapter-right-f742a8df-4af1-458e-a61b-428d6d5cf5c1	Unknown	Unknown	1.0000
